Timestamp,Open,High,Low,Close,Volume
01/21/15 16:00,1.16316,1.16785,1.15635,1.15728,96596
01/21/15 20:00,1.1573,1.16103,1.15603,1.16066,27361
01/22/15 00:00,1.16077,1.16284,1.15895,1.15972,23678
01/22/15 04:00,1.15971,1.1608,1.15875,1.15897,17581
01/22/15 08:00,1.15897,1.16281,1.15743,1.16222,42368
01/22/15 12:00,1.16223,1.16499,1.15094,1.1566,85046
01/22/15 16:00,1.15658,1.15747,1.1375,1.13815,139968
01/22/15 20:00,1.13816,1.13911,1.13148,1.13636,47142
01/23/15 00:00,1.13639,1.13728,1.13378,1.13605,30688
01/23/15 04:00,1.13606,1.13681,1.13134,1.13348,25473
01/23/15 08:00,1.13348,1.13552,1.12295,1.12317,81623
01/23/15 12:00,1.1232,1.12465,1.11131,1.12345,107561
01/23/15 16:00,1.12342,1.12879,1.1209,1.12542,102668
01/23/15 20:00,1.12542,1.12563,1.12055,1.1207,35735
01/26/15 00:00,1.11493,1.12005,1.1096,1.11678,50020
01/26/15 04:00,1.11679,1.11938,1.11503,1.11842,26389
01/26/15 08:00,1.11843,1.12604,1.11843,1.12494,70857
01/26/15 12:00,1.12494,1.12758,1.12203,1.12675,51481
01/26/15 16:00,1.12675,1.12942,1.12488,1.12783,57514
01/26/15 20:00,1.12783,1.12815,1.12311,1.12361,25181
01/27/15 00:00,1.12361,1.12571,1.12309,1.1248,18505
01/27/15 04:00,1.1248,1.12534,1.12348,1.12372,16383
01/27/15 08:00,1.12372,1.13442,1.12225,1.13169,64432
01/27/15 12:00,1.13169,1.13382,1.12595,1.13357,70921
01/27/15 16:00,1.13357,1.14214,1.13321,1.13512,94390
01/27/15 20:00,1.13512,1.13812,1.13394,1.13788,30204
01/28/15 00:00,1.13795,1.13821,1.13294,1.1334,27278
01/28/15 04:00,1.13339,1.13628,1.13293,1.13544,17904
01/28/15 08:00,1.13545,1.13812,1.13247,1.13615,56660
01/28/15 12:00,1.13615,1.13797,1.1339,1.13499,50823
01/28/15 16:00,1.13499,1.13616,1.13057,1.13529,58148
01/28/15 20:00,1.13528,1.13686,1.12749,1.12845,76860
01/29/15 00:00,1.12852,1.12948,1.12709,1.12857,26352
01/29/15 04:00,1.12857,1.12926,1.12606,1.1273,19693
01/29/15 08:00,1.1273,1.13179,1.12641,1.13147,59725
01/29/15 12:00,1.13148,1.13264,1.12892,1.13222,61629
01/29/15 16:00,1.1322,1.13668,1.12776,1.13029,78928
01/29/15 20:00,1.1303,1.13258,1.12936,1.13181,25369
01/30/15 00:00,1.13183,1.13367,1.13151,1.13322,17657
01/30/15 04:00,1.13322,1.13382,1.13204,1.13379,13979
01/30/15 08:00,1.13379,1.13516,1.1303,1.13085,44212
01/30/15 12:00,1.13085,1.13627,1.12907,1.13169,77709
01/30/15 16:00,1.1317,1.13251,1.12779,1.12862,77017
01/30/15 20:00,1.12862,1.13146,1.12751,1.12797,24112
02/02/15 00:00,1.13089,1.13183,1.12995,1.13141,18210
02/02/15 04:00,1.13141,1.13244,1.13043,1.13071,13063
02/02/15 08:00,1.13071,1.13519,1.12912,1.1351,52079
02/02/15 12:00,1.13509,1.13535,1.13012,1.13102,54408
02/02/15 16:00,1.13102,1.1361,1.13079,1.13317,66982
02/02/15 20:00,1.13316,1.1354,1.13302,1.13368,22591
02/03/15 00:00,1.13368,1.13501,1.13318,1.13462,14577
02/03/15 04:00,1.13463,1.13475,1.13209,1.13302,19801
02/03/15 08:00,1.13302,1.13509,1.13112,1.13325,54857
02/03/15 12:00,1.13324,1.14484,1.13306,1.14419,75880
02/03/15 16:00,1.14419,1.14909,1.14183,1.14702,97013
02/03/15 20:00,1.14701,1.15327,1.14701,1.14766,60212
02/04/15 00:00,1.14784,1.14785,1.14545,1.14648,22473
02/04/15 04:00,1.14647,1.14833,1.14538,1.1477,17963
02/04/15 08:00,1.14769,1.14836,1.14359,1.14438,56888
02/04/15 12:00,1.14437,1.14619,1.14288,1.14383,64896
02/04/15 16:00,1.14385,1.14396,1.13985,1.14141,66537
02/04/15 20:00,1.14141,1.14462,1.13142,1.13423,56172
02/05/15 00:00,1.1344,1.13481,1.13028,1.13413,40676
02/05/15 04:00,1.13413,1.13612,1.13358,1.13461,18928
02/05/15 08:00,1.1346,1.13954,1.13306,1.13876,77171
02/05/15 12:00,1.13878,1.14558,1.13729,1.14232,110105
02/05/15 16:00,1.14232,1.14518,1.14164,1.14501,70503
02/05/15 20:00,1.14501,1.14977,1.1449,1.1474,38238
02/06/15 00:00,1.14741,1.14845,1.146,1.14621,17434
02/06/15 04:00,1.14623,1.14714,1.14601,1.14659,9997
02/06/15 08:00,1.14659,1.14726,1.14399,1.1453,35228
02/06/15 12:00,1.1453,1.14656,1.13505,1.13929,81441
02/06/15 16:00,1.1393,1.1393,1.13127,1.13214,101519
02/06/15 20:00,1.13214,1.13244,1.13101,1.1312,22850
02/09/15 00:00,1.12956,1.13295,1.12947,1.13285,17172
02/09/15 04:00,1.13285,1.13389,1.1327,1.13364,10513
02/09/15 08:00,1.13363,1.13583,1.13172,1.13432,60862
02/09/15 12:00,1.13432,1.13466,1.12691,1.1293,78374
02/09/15 16:00,1.12931,1.13466,1.12878,1.13273,79423
02/09/15 20:00,1.13273,1.1354,1.13165,1.1322,23027
02/10/15 00:00,1.13221,1.1337,1.13201,1.13272,11283
02/10/15 04:00,1.13271,1.13442,1.13259,1.13332,14375
02/10/15 08:00,1.13332,1.13405,1.12836,1.12837,44467
02/10/15 12:00,1.12836,1.1337,1.12718,1.12949,79051
02/10/15 16:00,1.12952,1.13263,1.12944,1.13111,70569
02/10/15 20:00,1.1311,1.13259,1.13015,1.13196,22106
02/11/15 00:00,1.13196,1.13298,1.13076,1.13281,10462
02/11/15 04:00,1.13281,1.13305,1.13134,1.13163,9696
02/11/15 08:00,1.13162,1.13293,1.13014,1.13222,31726
02/11/15 12:00,1.13221,1.13224,1.12882,1.13139,41358
02/11/15 16:00,1.13139,1.13193,1.12786,1.12931,54442
02/11/15 20:00,1.12931,1.13458,1.12853,1.13342,39261
02/12/15 00:00,1.13343,1.13509,1.13009,1.13158,26994
02/12/15 04:00,1.13158,1.13181,1.13045,1.13153,12739
02/12/15 08:00,1.13151,1.13537,1.13089,1.13426,54820
02/12/15 12:00,1.13426,1.13738,1.13249,1.13496,60234
02/12/15 16:00,1.13496,1.1422,1.13254,1.13864,78788
02/12/15 20:00,1.13864,1.14183,1.13772,1.13993,21172
02/13/15 00:00,1.13993,1.14079,1.13928,1.13985,11079
02/13/15 04:00,1.13985,1.14387,1.13949,1.1438,20016
02/13/15 08:00,1.1438,1.1442,1.14163,1.14303,40264
02/13/15 12:00,1.14299,1.14325,1.13789,1.13894,44527
02/13/15 16:00,1.13895,1.14308,1.13826,1.14066,53034
02/13/15 20:00,1.14067,1.14076,1.13841,1.13912,15993
02/16/15 00:00,1.13952,1.14108,1.13881,1.14074,14647
02/16/15 04:00,1.14074,1.14214,1.14019,1.14132,10892
02/16/15 08:00,1.14131,1.14278,1.13942,1.14023,25048
02/16/15 12:00,1.14023,1.1419,1.13959,1.14046,22289
02/16/15 16:00,1.14046,1.14137,1.13393,1.13551,28925
02/16/15 20:00,1.13551,1.13593,1.13182,1.13499,20629
02/17/15 00:00,1.13505,1.1357,1.13209,1.13362,21987
02/17/15 04:00,1.1336,1.13651,1.13358,1.13642,13808
02/17/15 08:00,1.13643,1.13976,1.1336,1.13845,41368
02/17/15 12:00,1.13843,1.14479,1.13757,1.14143,53634
02/17/15 16:00,1.14143,1.14306,1.13801,1.14162,51124
02/17/15 20:00,1.14162,1.14241,1.1389,1.14094,19366
02/18/15 00:00,1.14099,1.14138,1.13966,1.13979,9695
02/18/15 04:00,1.13981,1.1415,1.13968,1.14097,10741
02/18/15 08:00,1.14097,1.14111,1.13769,1.1392,30084
02/18/15 12:00,1.1392,1.13946,1.1358,1.13729,41537
02/18/15 16:00,1.13729,1.13811,1.13327,1.13414,46610
02/18/15 20:00,1.13415,1.14106,1.13352,1.13955,48293
02/19/15 00:00,1.13959,1.14172,1.1392,1.14154,8016
02/19/15 04:00,1.14154,1.14233,1.14091,1.14183,11637
02/19/15 08:00,1.14183,1.14491,1.13921,1.13943,40810
02/19/15 12:00,1.13942,1.14045,1.1354,1.13685,59144
02/19/15 16:00,1.13685,1.13955,1.13642,1.13719,41295
02/19/15 20:00,1.13717,1.1379,1.13563,1.13666,14670
02/20/15 00:00,1.13671,1.13685,1.13556,1.13676,8521
02/20/15 04:00,1.13676,1.13715,1.13605,1.13639,5789
02/20/15 08:00,1.13636,1.13665,1.13025,1.13285,47239
02/20/15 12:00,1.13285,1.13526,1.12778,1.13118,74155
02/20/15 16:00,1.13117,1.14287,1.1285,1.13913,89539
02/20/15 20:00,1.13913,1.14227,1.13644,1.13784,41242
02/23/15 00:00,1.13886,1.1395,1.13568,1.13763,11293
02/23/15 04:00,1.13764,1.13921,1.1373,1.13763,6320
02/23/15 08:00,1.13762,1.13803,1.1309,1.13115,41794
02/23/15 12:00,1.13115,1.13199,1.12938,1.1319,40781
02/23/15 16:00,1.1319,1.13594,1.13161,1.13307,35613
02/23/15 20:00,1.13309,1.13508,1.13262,1.13331,13589
02/24/15 00:00,1.13333,1.13397,1.13297,1.13386,8366
02/24/15 04:00,1.13387,1.13399,1.13223,1.13289,11360
02/24/15 08:00,1.13289,1.13405,1.12985,1.13023,32479
02/24/15 12:00,1.13024,1.1339,1.12951,1.13319,39897
02/24/15 16:00,1.1332,1.1357,1.1287,1.13344,91699
02/24/15 20:00,1.13345,1.13459,1.13297,1.1338,17958
02/25/15 00:00,1.1338,1.13507,1.13348,1.1344,13634
02/25/15 04:00,1.1344,1.13491,1.13411,1.13472,10439
02/25/15 08:00,1.13472,1.13876,1.13469,1.13667,43966
02/25/15 12:00,1.13666,1.13702,1.13346,1.13475,47042
02/25/15 16:00,1.13475,1.13672,1.1338,1.1362,41132
02/25/15 20:00,1.1362,1.13648,1.1352,1.13594,13250
02/26/15 00:00,1.13594,1.13697,1.13569,1.13638,11633
02/26/15 04:00,1.13638,1.13724,1.13618,1.13621,6920
02/26/15 08:00,1.1362,1.1374,1.13428,1.13718,30276
02/26/15 12:00,1.13719,1.13785,1.12404,1.12575,62969
02/26/15 16:00,1.12574,1.12626,1.11855,1.11933,82535
02/26/15 20:00,1.11934,1.12027,1.11825,1.11964,20755
02/27/15 00:00,1.11964,1.12119,1.11914,1.1203,16721
02/27/15 04:00,1.12031,1.12145,1.12012,1.12139,11484
02/27/15 08:00,1.12139,1.12305,1.11956,1.12201,41801
02/27/15 12:00,1.122,1.1244,1.12024,1.12253,61613
02/27/15 16:00,1.12253,1.12285,1.11746,1.11934,67080
02/27/15 20:00,1.11933,1.12064,1.1182,1.1193,15724
03/02/15 00:00,1.11805,1.1186,1.11589,1.11717,12305
03/02/15 04:00,1.11717,1.11823,1.1169,1.11815,5390
03/02/15 08:00,1.11815,1.12169,1.11651,1.12147,32780
03/02/15 12:00,1.12146,1.12394,1.12101,1.1222,40339
03/02/15 16:00,1.1222,1.12344,1.11753,1.11762,39655
03/02/15 20:00,1.11768,1.1197,1.11765,1.11818,11219
03/03/15 00:00,1.11819,1.11929,1.11753,1.11924,6525
03/03/15 04:00,1.11923,1.11995,1.11872,1.11966,10517
03/03/15 08:00,1.11967,1.12112,1.11687,1.11714,33507
03/03/15 12:00,1.11714,1.11765,1.11534,1.11688,40896
03/03/15 16:00,1.11688,1.12164,1.11688,1.12004,43456
03/03/15 20:00,1.12004,1.12019,1.11711,1.11743,15595
03/04/15 00:00,1.11746,1.11844,1.11725,1.11777,6995
03/04/15 04:00,1.11777,1.11794,1.11629,1.11684,5817
03/04/15 08:00,1.11683,1.11765,1.11144,1.11298,48225
03/04/15 12:00,1.11298,1.11434,1.11148,1.11332,48460
03/04/15 16:00,1.11331,1.11336,1.10604,1.1072,73450
03/04/15 20:00,1.1072,1.10788,1.10631,1.10755,12806
03/05/15 00:00,1.10755,1.10838,1.10694,1.10705,7421
03/05/15 04:00,1.10705,1.10765,1.10539,1.10541,9890
03/05/15 08:00,1.10542,1.10606,1.10249,1.10352,46470
03/05/15 12:00,1.10354,1.11134,1.10257,1.10323,67796
03/05/15 16:00,1.10322,1.10507,1.09862,1.10162,93004
03/05/15 20:00,1.10164,1.10328,1.10118,1.10247,16078
03/06/15 00:00,1.10247,1.10316,1.10137,1.10256,8682
03/06/15 04:00,1.10256,1.10296,1.10191,1.10212,5454
03/06/15 08:00,1.10211,1.10246,1.09639,1.09663,39726
03/06/15 12:00,1.09663,1.09872,1.08691,1.0894,96923
03/06/15 16:00,1.08941,1.08991,1.08444,1.08544,80351
03/06/15 20:00,1.08544,1.08631,1.08376,1.08392,20763
03/09/15 00:00,1.08254,1.08548,1.08215,1.08462,9497
03/09/15 04:00,1.08461,1.08469,1.08351,1.084,6471
03/09/15 08:00,1.08402,1.08917,1.08351,1.0891,24416
03/09/15 12:00,1.08911,1.09054,1.08454,1.08574,45893
03/09/15 16:00,1.08576,1.08731,1.08372,1.08462,48414
03/09/15 20:00,1.08463,1.08618,1.08463,1.08491,16136
03/10/15 00:00,1.08491,1.08545,1.08238,1.08317,8712
03/10/15 04:00,1.08318,1.0833,1.07838,1.07956,24987
03/10/15 08:00,1.07957,1.08225,1.07335,1.07574,49532
03/10/15 12:00,1.07573,1.07794,1.07208,1.07394,82368
03/10/15 16:00,1.07396,1.07921,1.06958,1.07171,83163
03/10/15 20:00,1.07173,1.07239,1.06915,1.06959,28424
03/11/15 00:00,1.0696,1.07158,1.06665,1.0701,15859
03/11/15 04:00,1.07009,1.07109,1.06644,1.06794,18503
03/11/15 08:00,1.06794,1.06958,1.06366,1.06434,61029
03/11/15 12:00,1.06435,1.06499,1.05586,1.05958,90080
03/11/15 16:00,1.05958,1.06064,1.05558,1.05717,80838
03/11/15 20:00,1.05718,1.0576,1.05099,1.05458,56449
03/12/15 00:00,1.05458,1.05545,1.05311,1.0549,12088
03/12/15 04:00,1.0549,1.0552,1.04929,1.05121,25516
03/12/15 08:00,1.0512,1.06419,1.05072,1.05952,74094
03/12/15 12:00,1.05951,1.06826,1.0579,1.06395,90533
03/12/15 16:00,1.06395,1.06451,1.0588,1.05989,81637
03/12/15 20:00,1.05989,1.06392,1.05896,1.06336,32183
03/13/15 00:00,1.06333,1.06335,1.06067,1.0607,12612
03/13/15 04:00,1.06072,1.06173,1.05999,1.06031,12458
03/13/15 08:00,1.06031,1.06336,1.05634,1.06173,40290
03/13/15 12:00,1.06174,1.06175,1.05604,1.05822,58568
03/13/15 16:00,1.05821,1.05828,1.04808,1.05105,102220
03/13/15 20:00,1.05105,1.0511,1.04613,1.04881,40779
03/16/15 00:00,1.0469,1.05046,1.04685,1.04967,12557
03/16/15 04:00,1.04967,1.0534,1.04943,1.05077,17822
03/16/15 08:00,1.05077,1.05518,1.04971,1.05347,41839
03/16/15 12:00,1.05346,1.05571,1.05224,1.05447,39442
03/16/15 16:00,1.05448,1.06151,1.0542,1.06125,75330
03/16/15 20:00,1.06124,1.06183,1.05607,1.05655,22385
03/17/15 00:00,1.05655,1.05773,1.05594,1.05614,8432
03/17/15 04:00,1.05615,1.05739,1.05502,1.0566,11834
03/17/15 08:00,1.05659,1.06144,1.05505,1.05859,40938
03/17/15 12:00,1.05861,1.06401,1.05711,1.0615,55345
03/17/15 16:00,1.0615,1.06497,1.05829,1.05944,62061
03/17/15 20:00,1.05945,1.06042,1.05856,1.05953,17287
03/18/15 00:00,1.05958,1.06075,1.05839,1.06046,8489
03/18/15 04:00,1.06046,1.06123,1.05995,1.05999,8296
03/18/15 08:00,1.06,1.06185,1.05788,1.06078,29827
03/18/15 12:00,1.06078,1.06344,1.05882,1.05911,49039
03/18/15 16:00,1.0591,1.0665,1.05881,1.06553,59274
03/18/15 20:00,1.06554,1.10398,1.06119,1.08593,177768
03/19/15 00:00,1.08591,1.09182,1.08183,1.08844,37135
03/19/15 04:00,1.08845,1.08867,1.0756,1.07614,51229
03/19/15 08:00,1.07616,1.07943,1.06289,1.06561,89118
03/19/15 12:00,1.06561,1.0736,1.06393,1.06622,91651
03/19/15 16:00,1.06622,1.06865,1.06171,1.06321,93554
03/19/15 20:00,1.06321,1.06607,1.06117,1.0658,34954
03/20/15 00:00,1.06582,1.06773,1.06472,1.06684,15374
03/20/15 04:00,1.06683,1.06943,1.06611,1.06793,20765
03/20/15 08:00,1.06794,1.06935,1.06552,1.0686,41236
03/20/15 12:00,1.0686,1.07728,1.06713,1.07492,63705
03/20/15 16:00,1.07492,1.08548,1.07466,1.08395,122054
03/20/15 20:00,1.08394,1.08813,1.07925,1.08237,49662
03/23/15 00:00,1.08378,1.08817,1.07997,1.08104,23404
03/23/15 04:00,1.08104,1.08335,1.07828,1.0816,33246
03/23/15 08:00,1.0816,1.08266,1.07662,1.07894,54695
03/23/15 12:00,1.07893,1.09059,1.07854,1.08981,100817
03/23/15 16:00,1.08982,1.09503,1.08822,1.09143,108520
03/23/15 20:00,1.09144,1.09701,1.09101,1.09444,38431
03/24/15 00:00,1.09444,1.09664,1.09346,1.09372,15132
03/24/15 04:00,1.09372,1.09393,1.09031,1.0918,24102
03/24/15 08:00,1.0918,1.09996,1.09049,1.09851,66952
03/24/15 12:00,1.09851,1.10281,1.09352,1.09757,99677
03/24/15 16:00,1.09755,1.09804,1.08894,1.09216,121393
03/24/15 20:00,1.09215,1.09324,1.09091,1.09233,30493
03/25/15 00:00,1.09233,1.09274,1.08997,1.09182,13169
03/25/15 04:00,1.09182,1.09365,1.09151,1.09223,19488
03/25/15 08:00,1.09223,1.0973,1.09058,1.09606,45769
03/25/15 12:00,1.09619,1.10133,1.09419,1.09952,89872
03/25/15 16:00,1.09953,1.10037,1.0948,1.09671,86465
03/25/15 20:00,1.0967,1.09752,1.09531,1.09671,25620
03/26/15 00:00,1.0967,1.09755,1.09567,1.09713,12694
03/26/15 04:00,1.09715,1.09908,1.09635,1.09891,28443
03/26/15 08:00,1.0989,1.10511,1.09709,1.10307,64180
03/26/15 12:00,1.10307,1.10433,1.096,1.09823,78069
03/26/15 16:00,1.09823,1.09889,1.09048,1.09201,91895
03/26/15 20:00,1.092,1.09211,1.08552,1.08823,38903
03/27/15 00:00,1.08823,1.08948,1.08636,1.08892,14586
03/27/15 04:00,1.08892,1.08933,1.08675,1.0888,21127
03/27/15 08:00,1.08881,1.0893,1.08001,1.08201,59369
03/27/15 12:00,1.08201,1.08968,1.08062,1.08754,73479
03/27/15 16:00,1.08755,1.09478,1.08534,1.09174,89785
03/27/15 20:00,1.09173,1.09339,1.08762,1.08843,38592
03/30/15 00:00,1.08847,1.08938,1.08537,1.08763,15007
03/30/15 04:00,1.08762,1.08831,1.08578,1.08587,15617
03/30/15 08:00,1.08587,1.08804,1.08186,1.08608,56031
03/30/15 12:00,1.08607,1.08696,1.08218,1.08316,56337
03/30/15 16:00,1.08317,1.08631,1.08088,1.08193,67981
03/30/15 20:00,1.08194,1.08346,1.08092,1.08307,20875
03/31/15 00:00,1.08303,1.08443,1.08184,1.08376,14290
03/31/15 04:00,1.08376,1.0838,1.07821,1.07961,28842
03/31/15 08:00,1.07961,1.07961,1.0721,1.07222,62558
03/31/15 12:00,1.07222,1.07748,1.07119,1.07523,59093
03/31/15 16:00,1.07524,1.07717,1.07212,1.07268,73161
03/31/15 20:00,1.07268,1.07538,1.0724,1.07303,22035
04/01/15 00:00,1.07303,1.076,1.07296,1.07537,15760
04/01/15 04:00,1.07537,1.07911,1.07529,1.07842,32942
04/01/15 08:00,1.07842,1.07898,1.07174,1.07309,56348
04/01/15 12:00,1.07307,1.07987,1.07238,1.07767,67621
04/01/15 16:00,1.07766,1.07939,1.07261,1.0779,89585
04/01/15 20:00,1.0779,1.07828,1.07534,1.07615,20185
04/02/15 00:00,1.07615,1.07724,1.07492,1.0753,11375
04/02/15 04:00,1.07529,1.07757,1.0751,1.07721,19637
04/02/15 08:00,1.0772,1.08428,1.0769,1.08265,51875
04/02/15 12:00,1.08264,1.08681,1.08005,1.08467,67499
04/02/15 16:00,1.08469,1.09043,1.08464,1.08786,76597
04/02/15 20:00,1.08786,1.09,1.0876,1.08782,25796
04/03/15 00:00,1.08789,1.08845,1.08626,1.08672,11473
04/03/15 04:00,1.08673,1.08794,1.08647,1.08783,9046
04/03/15 08:00,1.08783,1.08878,1.08659,1.08782,13988
04/03/15 12:00,1.08788,1.10132,1.08727,1.10048,63716
04/03/15 16:00,1.10048,1.10259,1.09668,1.09688,45741
04/03/15 20:00,1.09689,1.09823,1.09637,1.09709,6794
04/06/15 00:00,1.09969,1.10168,1.0982,1.09837,16975
04/06/15 04:00,1.09837,1.09888,1.09725,1.0976,11445
04/06/15 08:00,1.0976,1.0988,1.09649,1.0982,10520
04/06/15 12:00,1.09819,1.10199,1.09759,1.1018,17584
04/06/15 16:00,1.1018,1.10345,1.09788,1.09928,40783
04/06/15 20:00,1.09927,1.09956,1.09086,1.0921,30849
04/07/15 00:00,1.0921,1.09385,1.09174,1.09332,10778
04/07/15 04:00,1.09333,1.09537,1.09224,1.09249,19024
04/07/15 08:00,1.09247,1.09459,1.08328,1.08477,71327
04/07/15 12:00,1.08477,1.08767,1.084,1.08487,58411
04/07/15 16:00,1.08487,1.08838,1.08359,1.08495,57589
04/07/15 20:00,1.08496,1.08532,1.08021,1.08135,31221
04/08/15 00:00,1.08135,1.08358,1.08051,1.08307,13097
04/08/15 04:00,1.08309,1.08522,1.0825,1.08462,18968
04/08/15 08:00,1.08462,1.088,1.08346,1.08576,48938
04/08/15 12:00,1.08576,1.08864,1.08419,1.08611,56549
04/08/15 16:00,1.08611,1.08644,1.07826,1.08175,82264
04/08/15 20:00,1.08175,1.08278,1.07617,1.07785,66704
04/09/15 00:00,1.07785,1.07859,1.0759,1.07621,12583
04/09/15 04:00,1.07621,1.07877,1.07616,1.07721,17798
04/09/15 08:00,1.07721,1.07849,1.07296,1.07432,51163
04/09/15 12:00,1.07432,1.07771,1.07287,1.07421,54120
04/09/15 16:00,1.07421,1.0756,1.06527,1.06671,86330
04/09/15 20:00,1.06671,1.06673,1.06365,1.06576,27267
04/10/15 00:00,1.06576,1.06748,1.06502,1.06734,9521
04/10/15 04:00,1.06734,1.06826,1.06639,1.06769,15898
04/10/15 08:00,1.06769,1.06814,1.06038,1.06055,59117
04/10/15 12:00,1.06056,1.06219,1.05667,1.05885,69128
04/10/15 16:00,1.05886,1.06347,1.05791,1.05904,64544
04/10/15 20:00,1.05905,1.06082,1.05814,1.05993,20660
