85,Buy,9/3/12 0:00,9/7/12 0:00,0.79935,0.80058,$11.30,"$11,263.40"
86,Sell,9/10/12 0:00,9/11/12 0:00,0.81078,0.80809,$25.90,"$11,289.30"
87,Sell,9/30/12 0:00,10/1/12 0:00,0.82993,0.82737,$24.60,"$11,313.90"
88,Buy,10/10/12 0:00,10/11/12 0:00,0.81551,0.8163,$6.90,"$11,320.80"
89,Sell,10/18/12 0:00,10/21/12 0:00,0.82148,0.81551,$58.70,"$11,379.50"
90,Sell,10/23/12 0:00,10/24/12 0:00,0.81799,0.81102,$68.70,"$11,448.20"
91,Sell,10/26/12 0:00,11/1/12 0:00,0.81953,0.82193,-$25.00,"$11,423.20"
92,Buy,11/9/12 0:00,11/13/12 0:00,0.81301,0.81755,$44.40,"$11,467.60"
93,Buy,11/15/12 0:00,11/18/12 0:00,0.81029,0.81238,$19.90,"$11,487.50"
94,Sell,12/2/12 0:00,12/5/12 0:00,0.81997,0.82447,-$46.00,"$11,441.50"
95,Sell,12/6/12 0:00,12/7/12 0:00,0.82881,0.83143,-$27.20,"$11,414.30"
96,Buy,12/23/12 0:00,12/31/12 0:00,0.8221,0.82267,$4.70,"$11,419.00"
97,Sell,1/3/13 0:00,1/4/13 0:00,0.83328,0.82611,$70.70,"$11,489.70"
98,Sell,1/20/13 0:00,1/23/13 0:00,0.83612,0.84086,-$48.40,"$11,441.30"
99,Sell,2/4/13 0:00,2/5/13 0:00,0.84583,0.84286,$28.70,"$11,470.00"
100,Sell,2/7/13 0:00,2/8/13 0:00,0.83809,0.83313,$48.60,"$11,518.60"
101,Sell,2/14/13 0:00,2/18/13 0:00,0.84554,0.84553,-$0.90,"$11,517.70"
102,Buy,2/21/13 0:00,2/24/13 0:00,0.83434,0.83743,$29.90,"$11,547.60"
103,Buy,2/26/13 0:00,3/5/13 0:00,0.83284,0.82739,-$55.50,"$11,492.10"
104,Sell,3/17/13 0:00,3/18/13 0:00,0.8273,0.82237,$48.30,"$11,540.40"
105,Sell,3/19/13 0:00,3/22/13 0:00,0.82594,0.83191,-$60.70,"$11,479.70"
106,Buy,4/16/13 0:00,4/17/13 0:00,0.84342,0.84938,$58.60,"$11,538.30"
107,Buy,4/19/13 0:00,4/25/13 0:00,0.84123,0.84737,$60.40,"$11,598.70"
108,Sell,5/7/13 0:00,5/9/13 0:00,0.85114,0.84494,$61.00,"$11,659.70"
109,Buy,5/10/13 0:00,5/12/13 0:00,0.83968,0.83022,-$95.60,"$11,564.10"
110,Buy,5/16/13 0:00,5/17/13 0:00,0.82521,0.81687,-$84.40,"$11,479.70"
111,Buy,5/23/13 0:00,5/24/13 0:00,0.80432,0.80938,$49.60,"$11,529.30"
112,Sell,5/30/13 0:00,5/31/13 0:00,0.81053,0.8084,$20.30,"$11,549.60"
113,Buy,6/2/13 0:00,6/4/13 0:00,0.79396,0.80859,$145.30,"$11,694.90"
114,Buy,6/6/13 0:00,6/7/13 0:00,0.79437,0.79987,$54.00,"$11,748.90"
115,Buy,6/9/13 0:00,6/10/13 0:00,0.78759,0.78481,-$28.80,"$11,720.10"
116,Buy,6/11/13 0:00,6/12/13 0:00,0.78789,0.78969,$17.00,"$11,737.10"
117,Sell,6/13/13 0:00,6/14/13 0:00,0.79546,0.8076,-$122.40,"$11,614.70"
118,Sell,6/18/13 0:00,6/20/13 0:00,0.79941,0.78687,$124.40,"$11,739.10"
119,Buy,6/27/13 0:00,7/2/13 0:00,0.77757,0.78258,$49.10,"$11,788.20"
120,Buy,7/7/13 0:00,7/9/13 0:00,0.7697,0.77852,$87.20,"$11,875.40"
121,Sell,7/10/13 0:00,7/11/13 0:00,0.78261,0.79162,-$91.10,"$11,784.30"
122,Sell,7/14/13 0:00,7/16/13 0:00,0.77689,0.77988,-$30.90,"$11,753.40"
123,Buy,7/16/13 0:00,7/17/13 0:00,0.77988,0.79002,$100.40,"$11,853.80"
124,Buy,8/2/13 0:00,8/4/13 0:00,0.78996,0.78352,-$65.40,"$11,788.40"
125,Buy,8/6/13 0:00,8/7/13 0:00,0.78354,0.78956,$59.20,"$11,847.60"
126,Buy,8/29/13 0:00,8/30/13 0:00,0.78134,0.77607,-$53.70,"$11,793.90"
127,Buy,9/2/13 0:00,9/3/13 0:00,0.77641,0.78132,$48.10,"$11,842.00"
128,Buy,10/25/13 0:00,10/27/13 0:00,0.83366,0.8268,-$69.60,"$11,772.40"
129,Buy,10/28/13 0:00,11/4/13 0:00,0.82929,0.82644,-$29.50,"$11,742.90"
130,Sell,11/6/13 0:00,11/7/13 0:00,0.83601,0.83731,-$14.00,"$11,728.90"
131,Sell,11/8/13 0:00,11/10/13 0:00,0.83172,0.82382,$78.00,"$11,806.90"
132,Buy,11/13/13 0:00,11/14/13 0:00,0.82111,0.82868,$74.70,"$11,881.60"
133,Sell,11/19/13 0:00,11/22/13 0:00,0.8315,0.82232,$90.80,"$11,972.40"
134,Buy,11/22/13 0:00,11/26/13 0:00,0.82232,0.82372,$13.00,"$11,985.40"
135,Buy,11/27/13 0:00,12/2/13 0:00,0.81899,0.81615,-$29.40,"$11,956.00"
136,Sell,12/4/13 0:00,12/9/13 0:00,0.82378,0.82867,-$49.90,"$11,906.10"
137,Sell,12/16/13 0:00,12/19/13 0:00,0.826,0.82054,$53.60,"$11,959.70"
138,Sell,1/2/14 0:00,1/5/14 0:00,0.82271,0.82699,-$43.80,"$11,915.90"
139,Buy,1/19/14 0:00,1/21/14 0:00,0.82429,0.83122,$68.30,"$11,984.20"
140,Buy,1/26/14 0:00,1/29/14 0:00,0.82155,0.82639,$47.40,"$12,031.60"
141,Buy,1/31/14 0:00,2/5/14 0:00,0.8178,0.82208,$41.80,"$12,073.40"
142,Sell,2/6/14 0:00,2/9/14 0:00,0.82243,0.82889,-$65.60,"$12,007.80"
143,Sell,2/10/14 0:00,2/12/14 0:00,0.82787,0.83075,-$29.80,"$11,978.00"
144,Sell,2/28/14 0:00,3/3/14 0:00,0.83635,0.83596,$2.90,"$11,980.90"
145,Sell,3/31/14 0:00,4/1/14 0:00,0.86707,0.86709,-$1.20,"$11,979.70"
146,Sell,4/17/14 0:00,4/18/14 0:00,0.86289,0.85734,$54.50,"$12,034.20"
147,Buy,4/18/14 0:00,4/21/14 0:00,0.85734,0.85887,$14.30,"$12,048.50"
148,Buy,4/22/14 0:00,4/23/14 0:00,0.85733,0.86109,$36.60,"$12,085.10"
149,Buy,4/29/14 0:00,4/30/14 0:00,0.85313,0.85606,$28.30,"$12,113.40"
150,Sell,5/5/14 0:00,5/6/14 0:00,0.86577,0.86833,-$26.60,"$12,086.80"
151,Sell,5/15/14 0:00,5/16/14 0:00,0.86589,0.86522,$5.70,"$12,092.50"
152,Buy,5/18/14 0:00,5/19/14 0:00,0.86154,0.86363,$19.90,"$12,112.40"
153,Buy,5/21/14 0:00,5/27/14 0:00,0.85612,0.85598,-$2.40,"$12,110.00"
154,Buy,5/29/14 0:00,6/1/14 0:00,0.84807,0.84845,$2.80,"$12,112.80"
155,Sell,6/6/14 0:00,6/8/14 0:00,0.84824,0.84905,-$9.10,"$12,103.70"
156,Sell,6/10/14 0:00,6/12/14 0:00,0.84922,0.86048,-$113.60,"$11,990.10"
157,Sell,7/1/14 0:00,7/3/14 0:00,0.87627,0.87633,-$1.60,"$11,988.50"
158,Sell,7/11/14 0:00,7/16/14 0:00,0.88088,0.87256,$82.20,"$12,070.70"
159,Buy,7/18/14 0:00,7/20/14 0:00,0.86647,0.8678,$12.30,"$12,083.00"
160,Buy,7/24/14 0:00,7/29/14 0:00,0.86108,0.85479,-$63.90,"$12,019.10"
161,Buy,7/30/14 0:00,8/1/14 0:00,0.8508,0.85032,-$5.80,"$12,013.30"
162,Sell,8/15/14 0:00,8/19/14 0:00,0.84793,0.84576,$20.70,"$12,034.00"
163,Buy,8/26/14 0:00,8/27/14 0:00,0.83123,0.83385,$25.20,"$12,059.20"
164,Sell,10/9/14 0:00,10/14/14 0:00,0.79033,0.78663,$36.00,"$12,095.20"
165,Sell,10/15/14 0:00,10/16/14 0:00,0.78289,0.79637,-$135.80,"$11,959.40"
166,Sell,10/21/14 0:00,10/22/14 0:00,0.79603,0.79661,-$6.80,"$11,952.60"
167,Buy,10/23/14 0:00,10/28/14 0:00,0.78508,0.78907,$38.90,"$11,991.50"
168,Buy,10/30/14 0:00,10/31/14 0:00,0.778,0.78378,$56.80,"$12,048.30"
169,Buy,11/2/14 0:00,11/5/14 0:00,0.7782,0.78205,$37.50,"$12,085.80"
170,Buy,11/6/14 0:00,11/9/14 0:00,0.77103,0.77507,$39.40,"$12,125.20"
171,Sell,11/11/14 0:00,11/13/14 0:00,0.77538,0.78614,-$108.60,"$12,016.60"
172,Buy,12/4/14 0:00,12/5/14 0:00,0.77499,0.77777,$26.80,"$12,043.40"
173,Buy,12/7/14 0:00,12/10/14 0:00,0.77037,0.76899,-$14.80,"$12,028.60"
174,Sell,12/11/14 0:00,12/14/14 0:00,0.78132,0.77666,$45.60,"$12,074.20"
175,Sell,12/15/14 0:00,12/18/14 0:00,0.77538,0.76949,$57.90,"$12,132.10"
176,Sell,12/22/14 0:00,12/23/14 0:00,0.77446,0.77208,$22.80,"$12,154.90"
177,Buy,12/24/14 0:00,12/26/14 0:00,0.7711,0.77171,$5.10,"$12,160.00"
